"M=MODULE"	"module_enabled"	"module_name"	""	""	""	""	""	""	""	""
"A"	"1"	"Rendi bekerja sebagai peminta-minta"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"Yuda tidak mau menerima beasiswa dari pemerintah"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"Hana belajar setiap malam agar menjadi orang sukses"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"Umi sering memberi bantuan kepada temannya"	""	"1"	"4"	""	""	""	""	""
"A"	"1"	"Andi bekerja siang malam tanpa istirahat"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Allah dan Rasul telah memerintahkan kepada kita untuk membiasakan perilaku bekerja keras dan tidak boleh berimajinasi saja atau bergantung pada orang lain dengan cara memintaminta. Agar kita mendapatkan hasil kerja yang baik, kita harus memiliki motivasi atau semangat, rajin, tekun dan ulet dengan maksud agar berhasil dan dapat mencukupi kebutuhan hidup. Dari narasi tersebut dapat disimpulkan perilaku kerja keras dalam kehidupan sehari-hari adalah …&nbsp;"	""	"S"	"1"	"30"	"0"	"0"	"0"	"0"
"A"	"1"	"selalu berkonsultasi dengan para ahli dalam menyelesaikan perkerjaan"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"menggunakan bantuan media sosial untuk berkerja mencari nafkah"	""	"1"	"2"	""	""	""	""	""
"A"	"1"	"belajar dengan tekun sepanjang malam untuk menghadapi ujian besok"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"bekerja sampai larut malam tanpa memperhatikan kesehatan fisik"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"mengerjakan tugas sekolah dengan semangat, teliti dan tepat waktu"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Perilaku kerja keras sudah dicontohkan oleh Nabi Muhammad Saw. Beliau tidak hanya menghabiskan waktu untuk mengingat Allah saja, tetapi bekerja keras dengan cara berdagang. Berdasarkan hal tersebut, kita dapat mencontoh Nabi bahwa kita diperintahkah oleh Allah dan Rasul-Nya untuk membiasakan perilaku bekerja keras. Dari deskripsi tersebut dapat disimpulkan yang tidak termasuk hikmah kerja keras dalam kehidupan sehari-hari adalah…&nbsp;"	""	"S"	"1"	"31"	"0"	"0"	"0"	"0"
"A"	"1"	"mengangkat harkat martabat diri baik sebagai makhluk individu maupun sebagai masyarakat;"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"meningkatkan taraf hidup dan meningkatkan kesejahteraan"	""	"1"	"2"	""	""	""	""	""
"A"	"1"	"membentuk pribadi yang kurang disiplin dan bertanggung jawab"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"mendorong untuk hidup mandiri dan tidak menjadikannya beban bagi orang lain"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"memenuhi kebutuhan hidup diri dan keluarga terpenuhi"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Kitab suci Al-Quran sebagai sumber hukum Islam yang pertama mensyariatkan salah satunya tentang kewajiban mendirikan shalat bagi orang yang beriman, namun tentang bagaimana kaifiyat atau tata cara pelaksanaan salat lima waktu tidak dijelaskan secara rinci dan detail di dalamnya. Tentu saja secara teknis perlu memahami sumber hukum yang kedua yakni Hadits. Berdasarkan narasi di atas fungsi Hadits terhadap Al-Qur’an adalah. …&nbsp;"	""	"S"	"1"	"32"	"0"	"0"	"0"	"0"
"A"	"1"	"menentukan hukum yang tidak terdapat dalam Al-Quran"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"merinci hukum dalam Al-Quran yang masih bersifat global"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"membatasi hukum yang belum ada batasnya dalam Al-Quran"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"memperkuat hukum yang sudah ditetapkan oleh Al-Quran"	""	"1"	"4"	""	""	""	""	""
"A"	"1"	"membatalkan hukum yang sudah ditetapkan oleh Al-Quran"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Inseminasi buatan dan bayi tabung memerlukan penetapan hukum Syariah, sementara dalam al Qur’an dan Hadis tidak ditemukan hukumnya secara pasti. Untuk menetapkan hukum Inseminasi buatan dan bayi tabung tersebut ditempuh melalui...&nbsp;"	""	"S"	"1"	"33"	"0"	"0"	"0"	"0"
"A"	"1"	"pemikiran para penegak hukum setempat"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"lembaga hukum milik pemerintah"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"upaya para ulama melalui ijtihad"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"penggalian di kitab al Qur’an"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"penggalian hukum di Hadits"	""	"1"	"5"	""	""	""	""	""
"Q"	"1"	"Perhatikan tata cara mensalatkan jenazah berikut ini:
1) Takbir empat kali
2) Membaca doa untuk jenazah
3) Imam menghadap ke arah perut jenazah
4) Imam menghadap ke arah kepala jenazah
5) Membaca surah Al-Fatihah setelah takbir pertama
6) Membaca surat-surat pendek setelah takbir ketiga
Yang termasuk ketentuan dan tata cara mensalatkan jenazah laki-laki ditunjukkan pada
nomor. …&nbsp;"	""	"S"	"1"	"34"	"0"	"0"	"0"	"0"
"A"	"1"	"1), 2), 4) dan 5)"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"1), 2), 4) dan 6)"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"1), 2), 3) dan 4)"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"2), 3), 4) dan 5)"	""	"1"	"4"	""	""	""	""	""
"A"	"1"	"2), 4), 5) dan 6)"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Ayah Ahmad meninggal dunia setelah menderita sakit ginjal cukup lama. Ahmad kemudian meminta tolong kepada seorang Ustadz untuk mengurus jenazah ayahnyanya. Setelah dimandikan dan dikafani, kemudian jenazah Ayahnya Ahmad dishalatkan dengan ketentuan posisi berdiri imam berada sejajar dengan ….&nbsp;"	""	"S"	"1"	"35"	"0"	"0"	"0"	"0"
"A"	"1"	"dada jenazah"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"lutut jenazah"	""	"1"	"2"	""	""	""	""	""
"A"	"1"	"kaki jenazah"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"pusar jenazah"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"kepala jenazah"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Perhatikan ketentuan pernikahan berikut:
1) Calon mempelai laki-laki
2) Calon mempelai perempuan
3) Adanya wali nikah
4) Dua orang saksi
5) Shigat (Ijab Qobul)
6) Mahar
7) Penghulu
Berdasarkan ketentuan tersebut, yang merupakan rukun pernikahan dalam Islam adalah ….&nbsp;"	""	"S"	"1"	"36"	"0"	"0"	"0"	"0"
"A"	"1"	"1), 2), 3), 4) dan 5)"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"1), 2), 3), 4) dan 6)"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"1), 2), 4), 5) dan 6)"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"1), 3), 4), 5) dan 7)"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"1), 3), 4), 6) dan 7)"	""	"1"	"5"	""	""	""	""	""
"Q"	"1"	"Keluarga pa Rahman terdiri dari bu Endah sebagai istri, Ranita sebagai anak perempuan, Torik sebagai anak-anak laki-laki dan Zidan sebagai anak angkat, serta Rahim sebagai adik kandung pa Rahman. Jika pa Rahman wafat siapakah diantara ahli waris di atas yang berfungsi sebagai Asobah Binnafsi?&nbsp;"	""	"S"	"1"	"37"	"0"	"0"	"0"	"0"
"A"	"1"	"Endah dan Ranita"	""	"1"	"1"	""	""	""	""	""
"A"	"1"	"Torik dan Rahim"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"Torik dan Zidan"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"Ranita dan Torik"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"Rahim dan Zidan"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"<img src='../../cache/upload/PAI/Ujian Sekolah/gambarindo1.jpg'><br/>Perhatikan pernyataan di bawah ini! 1) dapat menyucikan jiwa dari sifat serakah dan bakhil 2) dapat menimbulkan kekaguman masyarakat sekitar 3) mendapatkan pahala yang berlipat di sisi Allah Swt 4) dapat menjadikan perubahan sosial para mustahik 5) dapat mengangkat derajat pemilik harta dengan berkah, Dari pernyataan di atas, dapat disimpulkan yang termasuk hikmah zakat bagi muzakki adalah …&nbsp;"	""	"S"	"1"	"38"	"0"	"0"	"0"	"0"
"A"	"1"	"(1), (2) dan (3)"	""	"1"	"1"	""	""	""	""	""
"A"	"1"	"(1), (2) dan (4)"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"(1), (3) dan (4)"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"(1), (3) dan (5)"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"(1), (4) dan (5)"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Perhatikan pernyataan berikut! 1) Mengucapkan salam 2) Mengucapkan hamdalah 3) Mengucapkan syahadat 4) Mengucapkan shalawat 5) Menyampaikan pesan takwa 6) Membaca istighfar Dari pernyataan di atas, dapat disimpulkan yang termasuk rukun khutbah jum’at adalah. …&nbsp;"	""	"S"	"1"	"39"	"0"	"0"	"0"	"0"
"A"	"1"	"1, 2, 3, dan 4"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"2, 3, 4 dan 5"	""	"1"	"2"	""	""	""	""	""
"A"	"1"	"3, 4, 5 dan 6"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"1, 3, 4 dan 5"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"1, 3, 4 dan 6"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Perhatikan pernyataan berikut! 1) Terpeliharanya kehormatan suami istri dari perbuatan zina 2) Mendapatkan keturunan yang sah dari hasil pernikahan 3) Pasangannya tidak sesuai dengan agama yang dianut 4) Terwujudnya ketenteraman, kasih sayang, dan cinta 5) Terciptanya hubungan antara laki-laki dan perempuan yang bukan mahram Dari pernyataan di atas, dapat disimpulkan yang termasuk hikmah pernikahan adalah. …&nbsp;"	""	"S"	"1"	"40"	"0"	"0"	"0"	"0"
"A"	"1"	"1), 2) dan 3)"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"1), 2) dan 4)"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"1), 3) dan 5)"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"2), 3) dan 4)"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"2), 3) dan 5)"	""	"1"	"5"	""	""	""	""	""
"Q"	"1"	"Jika ahli waris yang ditnggalkan seorang istri, nenek, ibu, 1 anak laki-laki, dan 2 anak perempuan, dengan harta waris sebesar Rp. 480 juta, berapakah bagian anak laki-laki dalam rupiah?&nbsp;"	""	"S"	"1"	"41"	"0"	"0"	"0"	"0"
"A"	"1"	"60000000"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"80000000"	""	"1"	"2"	""	""	""	""	""
"A"	"1"	"100000000"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"170000000"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"250000000"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Perhatikan pernyataan-pernyataan di bawah ini ! 1) Telah datang 13 orang penduduk Madinah menemui Rasulullah saw. di Bukit Aqabah. Mereka berikrar memeluk agama Islam 2) penghianatan orang-orang Yahudi kepada Rasulullah Saw dan pengikutnya 3) siksaan yang diterima Rasulullah dan orang muslim dari orang-orang kafir Quraisy semakin berat. 4) Ka’bah dijadikan tempat pemujaan berhala oleh kafir Quraisy 5) pemboikotan yang dilakukan oleh kafir Quraisy kepada Rasulullah Saw dan pengikutnya. Dari pernyataan tersebut, dapat disimpulkan yang termasuk faktor pendorong Rasulullah Saw hijrah ke Madinah adalah....&nbsp;"	""	"S"	"1"	"42"	"0"	"0"	"0"	"0"
"A"	"1"	"1,2, dan 3"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"1,2, dan 4"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"1,3, dan 5"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"2,3, dan 4"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"2,3, dan 5"	""	"1"	"5"	""	""	""	""	""
"Q"	"1"	"Perhatikan pernyataan berikut ini: 1) Umat Islam sangat konsisten dan istiqamah kepada Islam sebagai hasil dari proses telaah dan kajian yang mendalam. 2) Motivasi ajaran Islam agar umatnya unggul, maju, dan berkualitas dalam segala aspek kehidupan. 3) Adanya hubungan yang dinamis antara kebudayaan Arab (Islam) dengan kebudayaan lain yang telah maju sebelum datangnya ajaran Islam, misalnya Mesir, Babylonia, Yunani, India, dan Persia. 4) Ajaran Islam yang membawa keseimbangan antara capaian lahir dan batin, serta kesuksesan duniawi dan ukhrawi. 5) Adanya kebebasan berpikir dan mengemukakan pendapat yang dijamin oleh aturan yang berlaku. Dari pernyataan tersebut, dapat disimpulkan yang termasuk Faktor-faktor internal yang mendorong kemajuan peradaban umat Islam adalah…&nbsp;"	""	"S"	"1"	"43"	"0"	"0"	"0"	"0"
"A"	"1"	"1, 2, 3, dan 4"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"2, 3, 4, dan 5"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"1, 3, 4, dan 5"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"1,2,4, dan 5"	""	"1"	"4"	""	""	""	""	""
"A"	"1"	"1, 2, 3 dan 5"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Pada 1979, seorang ilmuwan muslim memenangkan hadiah Nobel. Penemuan terbesar dalam hidupnya ini adalah kunci yang mendasari teori fisika partikel yang masih dipakai hingga kini, partikel ini dikenal sebagai partikel Tuhan, partikel tersebut juga menjadi tonggak penemuan partikel Higgs Boson pada 2012. (www.fisikanet.lipi.go.id) Urutan nama ilmuwan muslim berdasarkan asal negara dan bidang hadiah Nobel yang dimenangkannya adalah. …&nbsp;"	""	"S"	"1"	"44"	"0"	"0"	"0"	"0"
"A"	"1"	"Muhammad Iqbal - Pakistan - bidang Fisika nuklir"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"Abdus Salam - Pakistan - bidang Fisika"	""	"1"	"2"	""	""	""	""	""
"A"	"1"	"Al-Hawarizmi - Uzbekistan - Rekayasa Partikel"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"Baharuddin Jusuf Habibi - Indonesia - Mekanika Pesawat"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"Salman Khan - India - Termodinamika"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Sebagai salah satu metode penyebaran Agama Islam di Indonesia adalah dengan mengakomodir kebudayaan lokal seperti sastra dan pewayangan atau disebut juga akulturasi budaya. Tujuan dari akulturasi ini diantaranya agar menarik masyarakat dalam memahami dan menjalankan ajaran Islam. Berdasarkan deskripsi tersebut, faktor yang mempengaruhi perkembangan Islam di Indonesia adalah …&nbsp;"	""	"S"	"1"	"45"	"0"	"0"	"0"	"0"
"A"	"1"	"Perkawinan"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"Perdagangan"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"Pendidikan"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"Tasawuf"	""	"1"	"4"	""	""	""	""	""
"A"	"1"	"Kesenian"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Perhatikan pernyataan di bawah ini : 1) Perdagangan 2) Pernikahan 3) Pendidikan 4) Kesenian 5) Persaudaraan Strategi masuknya Islam ke Nusantara menggunakan cara damai dan dilakukan dengan caracara …&nbsp;"	""	"S"	"1"	"46"	"0"	"0"	"0"	"0"
"A"	"1"	"1, 2, 3 dan 4"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"1, 2, 3 dan 5"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"1, 2, 4 dan 5"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"1, 3, 4 dan 5"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"2, 3, 4 dan 5"	""	"1"	"5"	""	""	""	""	""
"Q"	"1"	"Perhatikan pernyataan-pernyataan berikut: 1) Kesadaran umat Islam menggali dan mengembangkan ilmu pengetahuan 2) Gerakan penerjemahan buku-buku filsafat ke dalam bahasa Arab 3) Terjadinya asimilasi antara bangsa Arab dengan bangsa lainnya 4) Didirikannya Baitul Hikmah sebagai pusat penerjemahan 5) Pengaruh negatif dari aliran-aliran pemikiran Islam Dari pernyataan tersebut, dapat disimpulkan yang termasuk faktor-faktor pendukung kejayaan Islam adalah ….&nbsp;"	""	"S"	"1"	"47"	"0"	"0"	"0"	"0"
"A"	"1"	"1), 2), 3) dan 4)"	""	"1"	"1"	""	""	""	""	""
"A"	"1"	"1), 2), 3) dan 5)"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"1), 2), 4) dan 5)"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"1), 3), 4) dan 5)"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"2), 3), 4) dan 5)"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Sifat syaja’ah akan berdampak positif dalam kehidupan sehari-hari. Perilaku syaja’ah akan menjadikan seseorang semakin optimis dalam menghadapi semua permasalahan hidup. Oleh karena itu, setiap muslim harus membiasakan diri berperilaku syaja’ah.. Berikut ini yang merupakan contoh perilaku syaja’ah adalah ….&nbsp;"	""	"S"	"1"	"48"	"0"	"0"	"0"	"0"
"A"	"1"	"Berbuat secara spontan tanpa pertimbangan akal sehat"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"Semangat dan pantang menyerah dalam menghadapi sesuatu"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"Berpikir untuk menciptakan kemajuan untuk hidup orang banyak"	""	"1"	"3"	""	""	""	""	""
"A"	"1"	"Konsisten atau stiqomah terhadap segala hal"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"Bertekad kuat dan siap menanggung resiko"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Perhatikan pernyataan berikut: 1) Menguatnya materialisme 2) Gaya hidup bermewah-mewahan 3) Tumbuh subur korupsi, kolusi dan nepotisme 4) Dekadensi moral 5) Gangguan dari orang-orang munafik Dari pernyataan tersebut, dapat disimpulkan yang termasuk faktor-faktor internal yang mempengaruhi kemunduran peradaban umat Islam ditunjukkan pada nomor …&nbsp;"	""	"S"	"1"	"49"	"0"	"0"	"0"	"0"
"A"	"1"	"1), 2), 3) dan 4)"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"1), 2), 3) dan 5)"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"1), 2), 4) dan 5)"	""	"1"	"3"	""	""	""	""	""
"A"	"1"	"1), 3), 4) dan 5)"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"2), 3), 4) dan 5)"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Perhatikan pernyataan berikut: 1) Akibat berpalingnya dari Al-Quran dan Hadits 2) Taklid buta 3) Perpecahan antar umat Islam 4) Peperangan antara haq dan bathil 5) Perbedaan pandangan atau madzhab Dari pernyataan tersebut, dapat disimpulkan, faktor-faktor yang mempengaruhi kemunduran umat Islam ditunjukkan pada nomor …&nbsp;"	""	"S"	"1"	"50"	"0"	"0"	"0"	"0"
"A"	"1"	"1), 2), 3) dan 4)"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"1), 2), 3) dan 5)"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"1), 2), 4) dan 5)"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"1), 3), 4) dan 5)"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"2), 3), 4) dan 5)"	""	"1"	"5"	""	""	""	""	""
