"M=MODULE"	"module_enabled"	"module_name"	""	""	""	""	""	""	""	""
"A"	"1"	"Kita harus bagaimana lagi? Kita tidak dapat berbuat banyak, kecuali menyetujuinya. Kita kan hanya rakyat kecil, ya, mau apa lagi?"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"Ah, saya bingung bagaimana cara kita mengatasi masalah ini? Apa kita protes saja kepada pemerintah? Bagaimana Pak Juri dan Pak Yus?"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"Memang kita tidak bisa berbuat banyak. Kita berusaha lebih giat lagi. Kita harus pandai mencari peluang untuk meningkatkan pendapatan."	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Perhatikanlah kutipan teks ceramah di bawah ini. “Sebetulnya banyak orang-orang yang masih peduli terhadap kebersihan lingkungan di desa Sukamaju ini.” Kalimat tersebut merupakan salah satu contoh kalimat yang kurang efektif yang biasa kita temui dalam teks ceramah Maka penulisan kalimat yang tepat yaitu …&nbsp;"	""	"S"	"1"	"24"	"0"	"0"	"0"	"0"
"A"	"1"	"“Sebetulnya masih banyak orang yang peduli terhadap kebersihan lingkungan di Desa Sukamaju ini.”"	""	"1"	"1"	""	""	""	""	""
"A"	"1"	"“Sebetulnya sangat banyak sekali yang masih peduli terhadap kebersihan lingkungan di desa Sukamaju ini.”"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"“Sebetulnya orang itu yang masih peduli terhadap kebersihan lingkungan di desa Sukamaju ini.”"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"“Sebetulnya banyak masyarakat - masyarakat yang masih peduli terhadap kebersihan lingkungan di desa Sukamaju ini.”"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"“Sebetulnya banyak penduduk penduduk desa yang masih peduli terhadap kebersihan lingkungan di desa Sukamaju ini.”"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Perhatikanlah kalimat di bawah ini. “Tanggal 1 Mei dituntut buruh untuk dijadikan sebagai hari libur nasional.” Kalimat di atas termasuk kalimat yang kurang efektif, apabila kita ubah menjadi kalimat efektif yaitu …&nbsp;"	""	"S"	"1"	"25"	"0"	"0"	"0"	"0"
"A"	"1"	"“Tanggal 1 Mei dituntut buruh untuk dijadikan sebagai hari libur nasional.”"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"“Buruh menuntut agar tanggal 1 Mei dijadikan sebagai hari libur nasional.”"	""	"1"	"2"	""	""	""	""	""
"A"	"1"	"“Tanggal 1 Mei dijadikan sebagai hari libur nasional oleh tuntutan buruh”"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"“Buruh menuntut tanggal 1 Mei menjadi hari libur”"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"“Hari libur diminta Buruh menjadi tanggal 1 Mei”"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Cermati kutipan berikut. Gempa bumi adalah getaran atau guncangan yang terjadi akibat pergerakan lapisan batu bumi yang berasal dari dasar atau bawah permukaan bumi. Perbaikan konjungsi yang benar pada kutipan diatas adalah …&nbsp;"	""	"S"	"1"	"26"	"0"	"0"	"0"	"0"
"A"	"1"	"Gempa bumi adalah getaran atau guncangan yang terjadi setelah pergerakan lapisan batu bumi yang berasa dari dasar atau bawah permukaan bumi"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"Gempa bumi adalah getaran atau guncangan yang terjadi karena pergerakan lapisan batu bumi yang berasal dari dasar atau bawah permukaan bumi."	""	"1"	"2"	""	""	""	""	""
"A"	"1"	"Gempa bumi adalah getaran atau guncangan yang terjadi adalah pergerakan lapisan batu bumi yang berasa dari dasar atau bawah permukaan bumi"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"Gempa bumi adalah getaran atau guncangan yang terjadi yaitu pergerakan lapisan batu bumi yang berasa dari dasar atau bawah permukaan bumi."	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"Gempa bumi adalah getaran atau guncangan yang terjadi dengan pergerakan lapisan batu bumi yang berasa dari dasar atau bawah permukaan bumi."	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Bacalah teks berikut secara cermat. Waduk Jatigede adalah sebuah waduk yang terletak di Kabupaten Sumedang, Jawa Barat. Pembangunan waduk ini telah lama direncanakan sejak zaman Hindia Belanda. Waduk ini mulai dibangun tahun 2008 pada masa kepresidenan Susilo Bambang Yudhoyono dan baru diresmikan pada tahun 2015 serta beroperasi penuh pada 2017. Waduk ini dibangun dengan membendung aliran sungai cimanuk di wilayah Kecamatan Jatigede, Kabupaten Sumedang dengan kapasitas tampung 979,5 juta meter kubik air. Waduk Jatigede merupakan waduk terbesar kedua di Indonesia. Ejaan yang perlu diperbaiki pada teks tersebut terdapat pada kalimat . . .&nbsp;"	""	"S"	"1"	"27"	"0"	"0"	"0"	"0"
"A"	"1"	"Waduk Jatigede adalah sebuah waduk yang terletak di Kabupaten Sumedang"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"Pembangunan waduk ini telah lama direncanakan sejak zaman Hindia Belanda"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"Waduk ini mulai dibangun tahun 2008 pada masa kepresidenan Susilo Bambang Yudhoyono."	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"Waduk ini dibangun dengan membendung aliran sungai cimanuk."	""	"1"	"4"	""	""	""	""	""
"A"	"1"	"Waduk Jatigede merupakan waduk terbesar kedua di Indonesia."	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Cermatilah kutipan proposal berikut ini. Pada Maret 2020 dikejutkan dengan wabah virus corona (Covid-19) yang menginfeksi hampir seluruh negara di dunia. Virus Covid-19 ini bermula dan terdeteksi di wilayah Wuhan, China pada Desember 2019 dan mulai tersebar ke berbagai penjuru dunia termasuk Indonesia pada Maret 2020. Penggalan proposal penelitian di atas merupakan unsur proposal bagian ....&nbsp;"	""	"S"	"1"	"28"	"0"	"0"	"0"	"0"
"A"	"1"	"latar belakang masalah"	""	"1"	"1"	""	""	""	""	""
"A"	"1"	"tujuan masalah"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"metode penelitian"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"sasaran"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"penutup"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Bacalah kutipan cerpen berikut ini. Sesungguhnya Banun tidak lupa pada orang yang pertama kali menjulukinya Banun Kikir hingga nama buruk itu melekat pada dirinya. Orang itu tidak lain adalah Palar, laki-laki pewaris tunggal kekayaan ayah ibunya. Namun, karena tak terbiasa berkubang lumpur sawah, Palar tak sanggup menjalankan lelaku orang tani. Untuk sekebat sayur kangkung pun, Zubaidah (istri Palar), harus berbelanja ke pasar. Pekarangan rumahnya gersang. Kolamnya kering. Bahkan sebatang pohon singkong pun menjadi tumbuhan langka. Selama masih tersedia di pasar, kenapa harus ditanam? Begitu kira-kira prinsip hidup Palar. Watak tokoh Palar dalam kutipan cerpen tersebut adalah ....&nbsp;"	""	"S"	"1"	"29"	"0"	"0"	"0"	"0"
"A"	"1"	"kikir dan boros"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"boros dan malas"	""	"1"	"2"	""	""	""	""	""
"A"	"1"	"angkuh dan kikir"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"boros dan dermawan"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"malas dan kikir"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Bacalah kutipan drama berikut dengan saksama. Waktu itu sudah hampir jam satu. Sekolah sudah usai. Bahwa Yanti belum pulang itulah yang menyebabkan Asdiarti terkejut. Asdiarti : “Kau masih di sini, Yanti. Belum pulang?” Yanti : (Tidak menjawab. Ia hanya menggeleng dan terus melanjutkan membaca.) Penggalan drama tersebut memuat latar…&nbsp;"	""	"S"	"1"	"30"	"0"	"0"	"0"	"0"
"A"	"1"	"tempat"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"waktu"	""	"1"	"2"	""	""	""	""	""
"A"	"1"	"suasana"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"sosial"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"material"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Cermati kutipan teks cerpen berikut. Teman-temannya senang mengolok-olokan Joko. Mentang-mentang dia cuma anak pesuruh sekolah yang rumahnya di gang sempit. Sudah sepuluh tahun ibunya bekerja sebagai pembantu di sekolah ini. Untuk membantu ibunya, Joko harus membersihkan kelas setiap pagi satu jam sebelum pintu-pintu gerbang sekolah dibuka. Ha1 yang dapat ditemukan dalam kehidupan saat ini berdasarkan kutipan teks cerpen di atas adalah .…&nbsp;"	""	"S"	"1"	"31"	"0"	"0"	"0"	"0"
"A"	"1"	"durhaka kepada orang tua karena tidak mampu"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"menyanyangi orang tua walaupun tidak mampu"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"bekerja untuk biaya melanjutkan sekolah"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"bekerja untuk membantu adik-adik sekolah"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"menghina teman karena pekerjaannya orangtua"	""	"1"	"5"	""	""	""	""	""
"Q"	"1"	"Cermati teks resensi di bawah ini. (1)Buku Saat Ibu Mengandung ditulis berdasarkan pengalaman empiris maupun medis. (2) Sejumlah pengalaman para wanita yang melahirkan ditulis secara detail. (3) Pemaparannya didukung oleh teori kedokteran dari sejumlah penelitian. (4) Pesan-pesan moral yang disampaikan penulis pun diperkuat dengan nasihat yang menyentuh hati pembacanya. (5) Inilah salah satu nilai tambah buku ini selain isi, gambar, dan ilustrasi yang ditampilkan. Kalimat yang berupa keunggulan novel dalam resensi terdapat pada nomor .....&nbsp;"	""	"S"	"1"	"32"	"0"	"0"	"0"	"0"
"A"	"1"	"(1)"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"(2)"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"(3)"	""	"1"	"3"	""	""	""	""	""
"A"	"1"	"(4)"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"(5)"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Cermati uraian pernyataan berikut. Penulisan judul bacaan yaitu penamaan terhadap bacaan. Penulisan judul harus mempertimbangkan isi bacaan. Di samping itu, judul haruslah menarik, mudah diingat, singkat, menggambarkan isi, berupa kata atau frase. Yang harus diperhatikan lagi dalam penulisan judul yaitu harus mengacu kepada pedoman umum ejaan bahasa Indonesia. Penulisan judul yang tepat berdasarkan kaidah ejaan bahasa Indonesia terdapat pada ….&nbsp;"	""	"S"	"1"	"33"	"0"	"0"	"0"	"0"
"A"	"1"	"Efek Pandemi Covid Yang Berkepanjangan"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"Efek pandemi Covid Yang Berkepanjangan"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"Efek Pandemi covid Yang Berkepanjangan"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"Efek Pandemi Covid yang Berkepanjangan"	""	"1"	"4"	""	""	""	""	""
"A"	"1"	"Efek Pandemi Covid Yang berkepanjangan"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Cermati penggalan drama di bawah ini. (Matahari panas menyengat. Di teras rumah, Ganjar dan Joko saling berkeluh-kesah.) Ganjar : “Hidup kok rasanya kok makin susah.” Joko : “Sejak zaman Singosari sampai sekarang namanya rakyat selalu sengsara kok, Mas.” Ganjar : (Menghela napas.) “ Di sekolah, Rudi tidak memakai seragam batik. Sementara teman yang lainnya punya seragam baru. Kalau beli, ya harus cari pinjaman. Satu-satunya hanya Pak Yogi, si rentenir itu, yang bisa memberi pinjaman.” Joko : “ Mau gimana lagi, Mas. Aku juga tidak punya uang, istriku juga mau melahirkan.“ Ganjar : “ Ya sudah, nanti sore saya ke rumah Pak Yogi.” Paragraf narasi yang sesuai dengan isi teks drama tersebut adalah...&nbsp;"	""	"S"	"1"	"34"	"0"	"0"	"0"	"0"
"A"	"1"	"Matahari baru mulai menyinari bumi. Di seberang warung sebuah rumah, Ganjar dan Joko berkeluh-kesah tentang kondisi hidup yang penuh utang. Rudi, anak Ganjar, belum mempunyai seragam batik. Teman-teman Rudi sudah mempunyai seragam baru. Ganjar tidak mempunyai utang. Joko juga tidak mempunyai uang, padahal istrinya akan melahirkan. Ganjar akhirnya harus meminjam uang pada rentenir yang bernama Pak Yogi."	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"Panas matahari menyengat bumi. Di bawah sebuah pohon, Ganjar dan Joko berkeluhkesah tentang kondisi hidup yang kadang senang kadang susah Rudi anak Ganjar, belum mempunyai seragam batik. Teman-teman Rudi sudah mempunyai seragam baru. Ganjar tidak mempunyai uang. Joko juga tidak punya uang, padahal istrinya akan melahirkan. Ganjar akhirnya harus meminjam uang pada rentenir yang bernama Pak Yogi."	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"Panas matahari menyengat bumi. Di teras sebuah rumah, Ganjar dan Joko berkeluh kesah tentang kondisi hidup yang semakin susah. Rudi anak Ganjar belum mempunyai seragam batik, sementara teman-teman Rudi sudah punya seragam baru. Ganjar tidak mempunyai uang. Joko juga tidak punya uang, sementara istrinya akan melahirkan. Ganjar akhirnya akan meminjam uang pada rentenir yang bernama Pak Yogi."	""	"1"	"3"	""	""	""	""	""
"A"	"1"	"Matahari belum sepenggalan tingginya. Di sebuah dangau sawah, Rudi dan Joko berkeluh-kesah tentang kondisi hidup yang terasa semakin susah. Ganjar anak Rudi, belum mempunyai seragam batik. Teman-teman Rudi sudah mempunyai sergam baru. Rudi tidak mempunyai uang. Joko juga tidak punya uang, padahal istrinya akan melahirkan. Rudi akhirnya harus meminjam uang pada rentenir yang bernama Pak Yogi."	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"Sinar matahari belum menyengat bumi. Di sebuah teras rumah, Ganjar dan Joko berkeluh-kesah tentang kondisi hidup yang terasa semakin susah. Rudi anak Joko, belum mempunyai seragam batik. Teman-teman Rudi susah mempunyai seragam baru. Joko tidak mempunyai uang, Ganjar juga tidak punya uang padahal istrinya akan melahirkan. Joko akhirnya harus meminjam uang pada rentenir yang bernama Pak Yogi."	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Bacalah kutipan teks di bawah ini dengan cermat. Melalui layar televisi, kekerasan itu dapat disaksikan masyarakat mancanegara. Di tengah era globalisasi dan transparansi sekarang ini, praktis tidak ada kejadian yang bebas dari tembus pandang. Langsung atau tidak, dampak kekerasan itu ditanggung oleh seluruh masyarakat Indonesia karena dapat membuat kaum investor asing menjadi ragu menanamkan modal di Indonesia. Para investor membutuhkan ketenangan dan stabilitas keamanan agar usahanya berjalan lancar. Dunia usaha memang sangat sensitif atas gangguan keamanan. Lebih menyakitkan lagi kalau kekerasan itu digunakan negara-negara tetangga dalam kompetisi industri pariwisata dengan mendiskreditkan Indonesia sebagai negara yang tidak aman dikunjungi pelancong. Opini penulis dalam teks editorial tersebut adalah …&nbsp;"	""	"S"	"1"	"35"	"0"	"0"	"0"	"0"
"A"	"1"	"Tidak ada kekerasan yang tidak dapat menimbulkan dampak negatif terhadap investor asing."	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"Kekerasan dapat membuat kaum investor asing menjadi ragu menanamkan modal di Indonesia."	""	"1"	"2"	""	""	""	""	""
"A"	"1"	"Kita bangsa Indonesia mau tidak mau harus menerima dampak kekerasan yang ditayangkan televisi."	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"Negara-negara tetangga dapat merebut perhatian negara lain untuk menanamkan modalnya."	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"Kekerasan dapat ditonton langsung oleh seluruh masyarakat Indonesia dan mancanegara."	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Cermati teks berikut. Jumlah tenaga medis yang meninggal selama menangani Covid-19 terus bertambah. Mereka bekerja keras melawan pandemi, mengesampingkan kepentingan pribadi demi kemanusiaan. Kematian tenaga medis tersebut berkaitan agar kebijakan pemerintah dan kepatuhan masyarakat terhadap protokol kesehatan. Terhitung per Kamis 15 Oktober 2020, Ikatan Dokter Indonesia (IDI) mencatat ada total 136 dokter meninggal akibat Covid-19. Terdiri atas 71 dokter umum, 63 dokter spesialis, dan dua dokter residen. Konjungsi yang tepat untuk memperbaiki kalimat yang dicetak miring pada teks editorial di atas adalah ….&nbsp;"	""	"S"	"1"	"36"	"0"	"0"	"0"	"0"
"A"	"1"	"dengan"	""	"1"	"1"	""	""	""	""	""
"A"	"1"	"dari"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"tetapi"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"meskipun"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"daripada"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Cermatilah kalimat pembuka surat lamaran pekerjaan berikut. “Setelah saya mengetahui dari koran Kompas, tanggal 29 Desember 2021 salah satu perusahaan yang bergerak di bidang pertambangan dengan ini saya mengajukan lamaran pekerjaan untuk mengisi lowongan pekerjaan tersebut.” Perbaikan yang tepat untuk kalimat pembuka surat lamaran tersebut adalah ...&nbsp;"	""	"S"	"1"	"37"	"0"	"0"	"0"	"0"
"A"	"1"	"Berdasarkan iklan lowongan pekerjaan perusahaan yang bergerak di bidang pertambangan pada Koran Kompas tanggal 29 Desember 2021, dengan ini saya mengajukan lamaran pekerjaan untuk mengisi lowongan pekerjaan tersebut."	""	"1"	"1"	""	""	""	""	""
"A"	"1"	"Setelah melihat koran Kompas tanggal 29 Desember 2021, dengan ini saya mengajukan lamaran pekerjaan untuk mengisi lowongan pekerjaan tersebut."	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"Di harian Kompas telah dibaca bahwa salah satu perusahaan yang bergerak di bidang pertambangan dengan ini saya mengajukan lamaran pekerjaan untuk mengisi lowongan pekerjaan tersebut.harian Kompas memuat iklan yang mengatakan bahwa..."	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"Dengan ini saya mengajukan lamaran sesuai iklan yang terbaca dari koran Kompas, tanggal 29 Desember 2021 salah satu perusahaan yang bergerak di bidang pertambangan dengan ini saya mengajukan lamaran pekerjaan untuk mengisi lowongan pekerjaan tersebut"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"Opsi belum ada"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"<img src='../../cache/upload/Bahasa Indonesia/Ujian Sekolah/gambarindo1.jpg'><br/>Perhatikan surat lamaran pekerjaan di bawah ini. Dalam surat lamaran pekerjaan tersebut, penggunaan tanda baca yang tepat terdapat pada ....&nbsp;"	""	"S"	"1"	"38"	"0"	"0"	"0"	"0"
"A"	"1"	"Hormat kami."	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"Semarang, 12 November 2021"	""	"1"	"2"	""	""	""	""	""
"A"	"1"	"Yth, Pemasang iklan"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"Perihal : lamaran pekerjaan, Lampiran : satu lembar,"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"nama :Ulia handayani , tempat, tanggal lahir : Semarang, 24 April 1997 , alamat : Jalan Beruang Dalam VII/27 Semarang, pendidikan terakhir : Strata 1 Jurusan Teknik Kimia."	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Bacalah paragraf di bawah ini dengan saksama. Perempuan memang paling rentan terhadap anemia, terutama anemia karena kekurangan zat besi. Darah memang sangat penting bagi perempuan. Bila si ibu anemia, bisa terjadi abortus, lahir prematur, dan juga kematian ibu melahirkan. Padahal kita ingat, di Indonesia angka kematian ibu melahirkan dan bayi masih cukup tinggi. Bahkan, bagi janin zat besi juga dibutuhkan, terutama juga ada kaitannya dengan kecerdasan (dr. Risa Anwar dalam Republika) Dari kutipan karya ilmiah di atas manakah yang termasuk hubungan sebab akibat ….&nbsp;"	""	"S"	"1"	"39"	"0"	"0"	"0"	"0"
"A"	"1"	"Bila si ibu anemia, bisa terjadi abortus, lahir prematur, dan juga kematian ibu melahirkan."	""	"1"	"1"	""	""	""	""	""
"A"	"1"	"Perempuan memang paling rentan terhadap anemia, terutama anemia karena kekurangan zat besi"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"Bahkan, bagi janin zat besi juga dibutuhkan, terutama juga ada kaitannya dengan kecerdasan"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"Darah memang sangat penting bagi perempuan."	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"Padahal kita ingat, di Indonesia angka kematian ibu melahirkan dan bayi masih cukup tinggi."	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Bacalah teks berikut ini dengan saksama. Sejak pertama kali bencana gempa bumi dan tsunami melanda Nangroe Aceh Darussalam dan Sumatera Utara, 26 Desember 2004, kita lihat besarnya kepedulian masyarakat. Tanpa ada yang mengomando, masyarakat berbondong-bondong memberikan bantuan, baik dalam bentuk uang, barang, dan juga tenaga. Lalu apa yang harus dilakukan pemimpin nasional melihat keadaan yang begitu baik ini? Presiden Susilo Bambang Yudhoyono yang waktu itu menjabat, sepantasnya tampil menyampaikan sebuah pidato nasional yang minta dipancarkan oleh seluruh stasiun televisi dan radio untuk mengucapkan terima kasih kepada seluruh bangsa ini. Kita tidak hanya harus berterimakasih kepada bangsa asing yang memberikan bantuan, tetapi juga kepada bangsa sendiri. Sejak 26 Desember lalu, seluruh rakyat telah memperlihatkan solidaritas yang sangat luar biasa. Setelah tiga minggu lebih hal itu berlangsung kita belum mendengar apresiasi pimpinan Negara kepada bangsa ini. Padahal, sekali lagi mereka pantas melakukan itu, karena secara suka langsung mereka menunjukkan bahwa kita masih berada dalam satu keluarga besar, bangsa Indonesia. (Tajuk rencana Kompas, 20 Januari 2005). Isi dari tajuk rencana di atas adalah …&nbsp;"	""	"S"	"1"	"40"	"0"	"0"	"0"	"0"
"A"	"1"	"Penulis merasa bangga terhadap bangsa Indonesia yang telah membantu korban gempa bumi dan tsunami tanpa dikomando."	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"Bangsa Indonesia telah membantu korban gempa bumi dan tsunami Aceh dan Sumatera."	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"Penulis mengharapkan Presiden Susilo Bambang Yudhoyono mengucapkan terima kasih kepada Bangsa Indonesia yang telah membantu korban tsunami."	""	"1"	"3"	""	""	""	""	""
"A"	"1"	"Presiden telah mengucapkan terimakasih kepada bangsa Indonesia yang telah membantu korban gempa bumi dan tsunami 26 Desember 2004."	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"Bangsa Indonesia harus mengambil hikmah dari musibah gempa dan tsunami yang melanda Aceh dan Sumatera Utara."	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Bacalah kutipan teks cerita pendek berikut. Puncak bukit masih kurang setengah jam lagi dari sini. Semua sudah menyelesaikan makannya. Ijay bersandar di tiang panggir saung. Perutnya keliatan turun naik seiring napasnya yang teratur. Matanya terpejam. Ah, kebiasaan. Dia selalu tertidur setelah kekenyangan. Dika mengumpulkan sampah-sampah bekas kami makan. Beberapa plastik dan kertas pembungkus makanan juga botol-botol minuman kosong kini sudah berpindah tempat ke kantong sampah yang selalu dia bawa di ranselnya. Biasanya dia akan memasukkan kantong sampah itu ke ranselnya kemudian dibawa pulang. Dika memang selalu menjaga kebersihan di mana dan kapan pun dia berada. (Tersesat di Bukit Pinus, Neng Yayas) Amanat dari teks cerita pendek tersebut adalah ….&nbsp;"	""	"S"	"1"	"41"	"0"	"0"	"0"	"0"
"A"	"1"	"Peduli dengan kebersihan di mana pun kita berada."	""	"1"	"1"	""	""	""	""	""
"A"	"1"	"Selalu membawa pembungkus sampah."	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"Beristirahat setelah makan."	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"Menjaga kekompakan rombongan"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"Membawa perbekalan yang cukup ketika mendaki"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Bacalah kutipan puisi berikut dengan saksama. Menyesal Pagiku hilang sudah melayang Hari mudaku sudah pergi Sekarang petang datang membayang Batang usiaku sudah tinggi Aku lalai di hari pagi Beta lengah di masa muda Kini hidup meracuni hati Miskin ilmu miskin harta .... (A. Hasyim) Kata petang pada larik ketiga puisi tersebut mempunyai makna lambang ....&nbsp;"	""	"S"	"1"	"42"	"0"	"0"	"0"	"0"
"A"	"1"	"waktu sore hari"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"kehidupan malam"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"suasana senja"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"masa tua"	""	"1"	"4"	""	""	""	""	""
"A"	"1"	"perasaan manusia"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Sejak wabah Covid-19 melanda dunia, banyak dampak yang dirasakan masyarakat. Di Indonesia, hampir semua aspek kehidupan beralih dengan pemanfaatan teknologi digital. Kehidupan ekonomi masyarakat pun semakin terpuruk. Kata yang mempunyai makna sama dengan kata terpuruk pada paragraf tersebut adalah ….&nbsp;"	""	"S"	"1"	"43"	"0"	"0"	"0"	"0"
"A"	"1"	"meningkat"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"berhenti"	""	"1"	"2"	""	""	""	""	""
"A"	"1"	"merosot"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"stagnan"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"stabil"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Cermati penggalan dua teks berikut. Cerita hikayat Maka baginda pun bimbanglah, tidak tahu siapa yang patut dirayakan dalam negeri karena anaknya kedua orang itu sama-sama gagah. Jikalau baginda pun mencari muslihat; ia menceritakan kepada kedua anaknya bahwa ia bermimpi bertemu dengan seorang pemuda yang berkata kepadanya: barang siapa yang dapat mencari buluh perindu yang dipegangnya, ialah yang patut menjadi raja di dalam negeri. Cerpen “Sebenarnya sangat banyak kejadian seperti itu yang terjadi kepadaku, sangat sering. Terkadang aku bingung yang tak peduli dengan orang-orang yang tak peduli untuk menutup aurat mereka. Sungguh, sebenarnya apa arti jilbab bagi mereka. (kutipan cerpen “Apa Arti jilbab Bagimu” karya Lamia N S) Perbedaan nilai yang terkandung dari kedua teks di atas adalah ...&nbsp;"	""	"S"	"1"	"44"	"0"	"0"	"0"	"0"
"A"	"1"	"Cerita hikayat mengandung nilai sosial, cerpen mengandung nilai budaya"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"Cerita hikayat mengandung nilai budaya, cerpen mengandung nilai religius."	""	"1"	"2"	""	""	""	""	""
"A"	"1"	"Cerita hikayat mengandung nilai moral, cerpen mengandung nilai religius."	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"Cerita hikayat mengandung nilai sosial , cerpen mengandung nilai pendidikan."	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"Cerita hikayat mengandung nilai religius, cerpen mengandung nilai budaya."	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Cermati kalimat di bawah ini. A. Seseorang juga dapat terinfeksi Covid-19 bila tanpa sengaja menghirup droplet dari penderita. B. Ini alasan mengapa penting untuk menjaga jarak hingga kurang lebih satu meter dari orang lain. C. Penyakit ini dapat menyebar melalui droplet atau tetesan air dari hidung, mulut, atau bagian lainnya dari tubuh manusia. D. Penularannya dapat terjadi pada saat batuk, bersin, atau berbicara. E. Covid-19 ditularkan dari seseorang yang terkena virus SARS-CoV-2 ke orang lainnya. (sumber: https://www.kompas.com/skola) Urutkan kalimat di atas menjadi paragraf eksplanasi yang padu adalah ....&nbsp;"	""	"S"	"1"	"45"	"0"	"0"	"0"	"0"
